12:06:23.391: Clue SIZE: A MOLE OF
12:06:23.391: Clue VICTIM: QUARKS
12:09:27.753: Message received: teamsix,password,5,BLACKHOLE
12:09:27.754: Awarded: 6 pts
12:09:27.892: Message received: teamsix,password,5,BLACKHOLE
12:09:27.894: Awarded: 6 pts
12:09:28.021: Message received: teamsix,password,5,BLACKHOLE
12:09:28.023: Awarded: 6 pts
12:09:28.153: Message received: teamsix,password,5,BLACKHOLE
12:09:28.155: Awarded: 6 pts
12:09:28.293: Message received: teamsix,password,5,BLACKHOLE
12:09:28.295: Awarded: 6 pts
12:09:28.429: Message received: teamsix,password,5,BLACKHOLE
12:09:28.431: Awarded: 6 pts
12:09:28.565: Message received: teamsix,password,5,BLACKHOLE
12:09:28.567: Awarded: 6 pts
12:09:28.707: Message received: teamsix,password,5,BLACKHOLE
12:09:28.709: Awarded: 6 pts
12:09:28.849: Message received: teamsix,password,5,BLACKHOLE
12:09:28.852: Awarded: 6 pts
12:09:28.986: Message received: teamsix,password,5,BLACKHOLE
12:09:28.990: Awarded: 6 pts
12:09:29.128: Message received: teamsix,password,5,BLACKHOLE
12:09:29.130: Awarded: 6 pts
12:09:29.268: Message received: teamsix,password,5,BLACKHOLE
12:09:29.270: Awarded: 6 pts
12:09:29.411: Message received: teamsix,password,5,BLACKHOLE
12:09:29.413: Awarded: 6 pts
12:09:29.554: Message received: teamsix,password,5,BLACKHOLE
12:09:29.556: Awarded: 6 pts
12:09:29.652: Message received: teamsix,password,5,BLACKHOLE
12:09:29.653: Awarded: 6 pts
12:09:29.741: Message received: teamsix,password,5,BLACKHOLE
12:09:29.743: Awarded: 6 pts
12:09:29.852: Message received: teamsix,password,5,BLACKHOLE
12:09:29.854: Awarded: 6 pts
12:09:29.991: Message received: teamsix,password,5,BLACKHOLE
12:09:29.992: Awarded: 6 pts
12:09:30.119: Message received: teamsix,password,5,BLACKHOLE
12:09:30.121: Awarded: 6 pts
12:09:30.239: Message received: teamsix,password,5,BLACKHOLE
12:09:30.240: Awarded: 6 pts
12:09:30.376: Message received: teamsix,password,5,BLACKHOLE
12:09:30.379: Awarded: 6 pts
12:09:30.515: Message received: teamsix,password,5,BLACKHOLE
12:09:30.516: Awarded: 6 pts
12:09:30.661: Message received: teamsix,password,5,BLACKHOLE
12:09:30.662: Awarded: 6 pts
12:09:30.801: Message received: teamsix,password,5,BLACKHOLE
12:09:30.804: Awarded: 6 pts
12:09:30.953: Message received: teamsix,password,5,BLACKHOLE
12:09:30.955: Awarded: 6 pts
12:09:31.094: Message received: teamsix,password,5,BLACKHOLE
12:09:31.096: Awarded: 6 pts
12:09:31.223: Message received: teamsix,password,5,BLACKHOLE
12:09:31.225: Awarded: 6 pts
12:09:31.363: Message received: teamsix,password,5,BLACKHOLE
12:09:31.365: Awarded: 6 pts
12:09:31.498: Message received: teamsix,password,5,BLACKHOLE
12:09:31.500: Awarded: 6 pts
12:09:31.639: Message received: teamsix,password,5,BLACKHOLE
12:09:31.642: Awarded: 6 pts
12:09:31.786: Message received: teamsix,password,5,BLACKHOLE
12:09:31.789: Awarded: 6 pts
12:09:31.928: Message received: teamsix,password,5,BLACKHOLE
12:09:31.930: Awarded: 6 pts
12:09:32.062: Message received: teamsix,password,5,BLACKHOLE
12:09:32.065: Awarded: 6 pts
12:09:32.161: Message received: teamsix,password,5,BLACKHOLE
12:09:32.163: Awarded: 6 pts
12:09:32.290: Message received: teamsix,password,5,BLACKHOLE
12:09:32.293: Awarded: 6 pts
12:09:32.423: Message received: teamsix,password,5,BLACKHOLE
12:09:32.424: Awarded: 6 pts
12:09:32.562: Message received: teamsix,password,5,BLACKHOLE
12:09:32.564: Awarded: 6 pts
12:09:32.698: Message received: teamsix,password,5,BLACKHOLE
12:09:32.700: Awarded: 6 pts
12:09:32.825: Message received: teamsix,password,5,BLACKHOLE
12:09:32.827: Awarded: 6 pts
12:09:32.948: Message received: teamsix,password,5,BLACKHOLE
12:09:32.951: Awarded: 6 pts
12:09:33.078: Message received: teamsix,password,5,BLACKHOLE
12:09:33.081: Awarded: 6 pts
12:09:33.210: Message received: teamsix,password,5,BLACKHOLE
12:09:33.212: Awarded: 6 pts
12:09:33.359: Message received: teamsix,password,5,BLACKHOLE
12:09:33.361: Awarded: 6 pts
12:09:33.486: Message received: teamsix,password,5,BLACKHOLE
12:09:33.488: Awarded: 6 pts
12:09:33.641: Message received: teamsix,password,5,BLACKHOLE
12:09:33.643: Awarded: 6 pts
12:09:33.787: Message received: teamsix,password,5,BLACKHOLE
12:09:33.788: Awarded: 6 pts
12:09:33.941: Message received: teamsix,password,5,BLACKHOLE
12:09:33.943: Awarded: 6 pts
12:09:34.084: Message received: teamsix,password,5,BLACKHOLE
12:09:34.086: Awarded: 6 pts
12:09:34.231: Message received: teamsix,password,5,BLACKHOLE
12:09:34.233: Awarded: 6 pts
12:09:34.375: Message received: teamsix,password,5,BLACKHOLE
12:09:34.377: Awarded: 6 pts
12:09:34.517: Message received: teamsix,password,5,BLACKHOLE
12:09:34.519: Awarded: 6 pts
12:09:34.654: Message received: teamsix,password,5,BLACKHOLE
12:09:34.656: Awarded: 6 pts
12:09:34.796: Message received: teamsix,password,5,BLACKHOLE
12:09:34.798: Awarded: 6 pts
12:09:34.929: Message received: teamsix,password,5,BLACKHOLE
12:09:34.935: Awarded: 6 pts
12:09:35.066: Message received: teamsix,password,5,BLACKHOLE
12:09:35.067: Awarded: 6 pts
12:09:35.196: Message received: teamsix,password,5,BLACKHOLE
12:09:35.198: Awarded: 6 pts
12:09:35.336: Message received: teamsix,password,5,BLACKHOLE
12:09:35.338: Awarded: 6 pts
12:09:35.471: Message received: teamsix,password,5,BLACKHOLE
12:09:35.474: Awarded: 6 pts
12:09:35.616: Message received: teamsix,password,5,BLACKHOLE
12:09:35.618: Awarded: 6 pts
12:09:35.776: Message received: teamsix,password,5,BLACKHOLE
12:09:35.778: Awarded: 6 pts
12:09:35.924: Message received: teamsix,password,5,BLACKHOLE
12:09:35.926: Awarded: 6 pts
12:09:36.068: Message received: teamsix,password,5,BLACKHOLE
12:09:36.069: Awarded: 6 pts
12:09:36.223: Message received: teamsix,password,5,BLACKHOLE
12:09:36.225: Awarded: 6 pts
12:09:36.353: Message received: teamsix,password,5,BLACKHOLE
12:09:36.355: Awarded: 6 pts
12:09:36.485: Message received: teamsix,password,5,BLACKHOLE
12:09:36.487: Awarded: 6 pts
12:09:36.623: Message received: teamsix,password,5,BLACKHOLE
12:09:36.626: Awarded: 6 pts
12:09:36.779: Message received: teamsix,password,5,BLACKHOLE
12:09:36.781: Awarded: 6 pts
12:09:36.916: Message received: teamsix,password,5,BLACKHOLE
12:09:36.918: Awarded: 6 pts
12:09:37.059: Message received: teamsix,password,5,BLACKHOLE
12:09:37.061: Awarded: 6 pts
12:09:37.198: Message received: teamsix,password,5,BLACKHOLE
12:09:37.200: Awarded: 6 pts
12:09:37.333: Message received: teamsix,password,5,BLACKHOLE
12:09:37.335: Awarded: 6 pts
12:09:37.470: Message received: teamsix,password,5,BLACKHOLE
12:09:37.472: Awarded: 6 pts
12:09:37.603: Message received: teamsix,password,5,BLACKHOLE
12:09:37.605: Awarded: 6 pts
12:09:37.745: Message received: teamsix,password,5,BLACKHOLE
12:09:37.747: Awarded: 6 pts
12:09:37.876: Message received: teamsix,password,5,BLACKHOLE
12:09:37.878: Awarded: 6 pts
12:09:38.003: Message received: teamsix,password,5,BLACKHOLE
12:09:38.005: Awarded: 6 pts
12:09:38.145: Message received: teamsix,password,5,BLACKHOLE
12:09:38.147: Awarded: 6 pts
12:09:38.288: Message received: teamsix,password,5,BLACKHOLE
12:09:38.290: Awarded: 6 pts
12:09:38.420: Message received: teamsix,password,5,BLACKHOLE
12:09:38.424: Awarded: 6 pts
12:09:38.559: Message received: teamsix,password,5,BLACKHOLE
12:09:38.561: Awarded: 6 pts
12:09:38.700: Message received: teamsix,password,5,BLACKHOLE
12:09:38.702: Awarded: 6 pts
12:09:38.826: Message received: teamsix,password,5,BLACKHOLE
12:09:38.829: Awarded: 6 pts
12:09:38.961: Message received: teamsix,password,5,BLACKHOLE
12:09:38.963: Awarded: 6 pts
12:09:39.097: Message received: teamsix,password,5,BLACKHOLE
12:09:39.102: Awarded: 6 pts
12:09:39.236: Message received: teamsix,password,5,BLACKHOLE
12:09:39.238: Awarded: 6 pts
12:09:39.375: Message received: teamsix,password,5,BLACKHOLE
12:09:39.376: Awarded: 6 pts
12:09:39.509: Message received: teamsix,password,5,BLACKHOLE
12:09:39.511: Awarded: 6 pts
12:09:39.641: Message received: teamsix,password,5,BLACKHOLE
12:09:39.645: Awarded: 6 pts
12:09:39.778: Message received: teamsix,password,5,BLACKHOLE
12:09:39.780: Awarded: 6 pts
12:09:39.919: Message received: teamsix,password,5,BLACKHOLE
12:09:39.921: Awarded: 6 pts
12:09:40.062: Message received: teamsix,password,5,BLACKHOLE
12:09:40.064: Awarded: 6 pts
12:09:40.215: Message received: teamsix,password,5,BLACKHOLE
12:09:40.218: Awarded: 6 pts
12:09:40.344: Message received: teamsix,password,5,BLACKHOLE
12:09:40.346: Awarded: 6 pts
12:09:40.488: Message received: teamsix,password,5,BLACKHOLE
12:09:40.491: Awarded: 6 pts
12:09:40.631: Message received: teamsix,password,5,BLACKHOLE
12:09:40.633: Awarded: 6 pts
12:09:40.766: Message received: teamsix,password,5,BLACKHOLE
12:09:40.768: Awarded: 6 pts
12:09:40.902: Message received: teamsix,password,5,BLACKHOLE
12:09:40.904: Awarded: 6 pts
12:09:41.038: Message received: teamsix,password,5,BLACKHOLE
12:09:41.040: Awarded: 6 pts
12:09:41.166: Message received: teamsix,password,5,BLACKHOLE
12:09:41.169: Awarded: 6 pts
12:09:41.301: Message received: teamsix,password,5,BLACKHOLE
12:09:41.303: Awarded: 6 pts
12:09:41.441: Message received: teamsix,password,5,BLACKHOLE
12:09:41.443: Awarded: 6 pts
12:09:41.575: Message received: teamsix,password,5,BLACKHOLE
12:09:41.577: Awarded: 6 pts
12:09:41.726: Message received: teamsix,password,5,BLACKHOLE
12:09:41.728: Awarded: 6 pts
12:09:41.857: Message received: teamsix,password,5,BLACKHOLE
12:09:41.859: Awarded: 6 pts
12:09:41.994: Message received: teamsix,password,5,BLACKHOLE
12:09:42.003: Awarded: 6 pts
12:09:42.132: Message received: teamsix,password,5,BLACKHOLE
12:09:42.133: Awarded: 6 pts
12:09:42.259: Message received: teamsix,password,5,BLACKHOLE
12:09:42.261: Awarded: 6 pts
12:09:42.399: Message received: teamsix,password,5,BLACKHOLE
12:09:42.401: Awarded: 6 pts
12:09:42.529: Message received: teamsix,password,5,BLACKHOLE
12:09:42.532: Awarded: 6 pts
12:09:42.669: Message received: teamsix,password,5,BLACKHOLE
12:09:42.671: Awarded: 6 pts
12:09:42.801: Message received: teamsix,password,5,BLACKHOLE
12:09:42.803: Awarded: 6 pts
12:09:42.932: Message received: teamsix,password,5,BLACKHOLE
12:09:42.934: Awarded: 6 pts
12:09:43.076: Message received: teamsix,password,5,BLACKHOLE
12:09:43.078: Awarded: 6 pts
12:09:43.204: Message received: teamsix,password,5,BLACKHOLE
12:09:43.206: Awarded: 6 pts
12:09:43.352: Message received: teamsix,password,5,BLACKHOLE
12:09:43.355: Awarded: 6 pts
12:09:43.491: Message received: teamsix,password,5,BLACKHOLE
12:09:43.493: Awarded: 6 pts
12:09:43.633: Message received: teamsix,password,5,BLACKHOLE
12:09:43.635: Awarded: 6 pts
12:09:43.768: Message received: teamsix,password,5,BLACKHOLE
12:09:43.769: Awarded: 6 pts
12:09:43.900: Message received: teamsix,password,5,BLACKHOLE
12:09:43.902: Awarded: 6 pts
12:09:44.047: Message received: teamsix,password,5,BLACKHOLE
12:09:44.049: Awarded: 6 pts
12:09:44.191: Message received: teamsix,password,5,BLACKHOLE
12:09:44.193: Awarded: 6 pts
12:09:44.326: Message received: teamsix,password,5,BLACKHOLE
12:09:44.328: Awarded: 6 pts
12:09:44.457: Message received: teamsix,password,5,BLACKHOLE
12:09:44.461: Awarded: 6 pts
12:09:44.603: Message received: teamsix,password,5,BLACKHOLE
12:09:44.607: Awarded: 6 pts
12:09:44.752: Message received: teamsix,password,5,BLACKHOLE
12:09:44.754: Awarded: 6 pts
12:09:44.895: Message received: teamsix,password,5,BLACKHOLE
12:09:44.897: Awarded: 6 pts
12:09:45.032: Message received: teamsix,password,5,BLACKHOLE
12:09:45.037: Awarded: 6 pts
12:09:45.169: Message received: teamsix,password,5,BLACKHOLE
12:09:45.171: Awarded: 6 pts
12:09:45.296: Message received: teamsix,password,5,BLACKHOLE
12:09:45.298: Awarded: 6 pts
12:09:45.449: Message received: teamsix,password,5,BLACKHOLE
12:09:45.452: Awarded: 6 pts
12:09:45.592: Message received: teamsix,password,5,BLACKHOLE
12:09:45.595: Awarded: 6 pts
12:09:45.737: Message received: teamsix,password,5,BLACKHOLE
12:09:45.739: Awarded: 6 pts
12:09:45.875: Message received: teamsix,password,5,BLACKHOLE
12:09:45.877: Awarded: 6 pts
12:09:46.014: Message received: teamsix,password,5,BLACKHOLE
12:09:46.016: Awarded: 6 pts
12:09:46.148: Message received: teamsix,password,5,BLACKHOLE
12:09:46.152: Awarded: 6 pts
12:09:46.292: Message received: teamsix,password,5,BLACKHOLE
12:09:46.296: Awarded: 6 pts
12:09:46.431: Message received: teamsix,password,5,BLACKHOLE
12:09:46.433: Awarded: 6 pts
12:09:46.580: Message received: teamsix,password,5,BLACKHOLE
12:09:46.582: Awarded: 6 pts
12:09:46.724: Message received: teamsix,password,5,BLACKHOLE
12:09:46.729: Awarded: 6 pts
12:09:46.867: Message received: teamsix,password,5,BLACKHOLE
12:09:46.869: Awarded: 6 pts
12:09:47.019: Message received: teamsix,password,5,BLACKHOLE
12:09:47.021: Awarded: 6 pts
12:09:47.165: Message received: teamsix,password,5,BLACKHOLE
12:09:47.167: Awarded: 6 pts
12:09:47.308: Message received: teamsix,password,5,BLACKHOLE
12:09:47.310: Awarded: 6 pts
12:09:47.444: Message received: teamsix,password,5,BLACKHOLE
12:09:47.447: Awarded: 6 pts
12:09:47.579: Message received: teamsix,password,5,BLACKHOLE
12:09:47.581: Awarded: 6 pts
12:09:47.717: Message received: teamsix,password,5,BLACKHOLE
12:09:47.721: Awarded: 6 pts
12:09:47.869: Message received: teamsix,password,5,BLACKHOLE
12:09:47.871: Awarded: 6 pts
12:09:48.010: Message received: teamsix,password,5,BLACKHOLE
12:09:48.012: Awarded: 6 pts
12:09:48.147: Message received: teamsix,password,5,BLACKHOLE
12:09:48.151: Awarded: 6 pts
12:09:48.298: Message received: teamsix,password,5,BLACKHOLE
12:09:48.301: Awarded: 6 pts
12:09:48.445: Message received: teamsix,password,5,BLACKHOLE
12:09:48.447: Awarded: 6 pts
12:09:48.595: Message received: teamsix,password,5,BLACKHOLE
12:09:48.599: Awarded: 6 pts
12:09:48.745: Message received: teamsix,password,5,BLACKHOLE
12:09:48.747: Awarded: 6 pts
12:09:48.891: Message received: teamsix,password,5,BLACKHOLE
12:09:48.895: Awarded: 6 pts
12:09:49.029: Message received: teamsix,password,5,BLACKHOLE
12:09:49.033: Awarded: 6 pts
12:09:49.172: Message received: teamsix,password,5,BLACKHOLE
12:09:49.175: Awarded: 6 pts
12:09:49.311: Message received: teamsix,password,5,BLACKHOLE
12:09:49.312: Awarded: 6 pts
12:09:49.449: Message received: teamsix,password,5,BLACKHOLE
12:09:49.452: Awarded: 6 pts
12:09:49.596: Message received: teamsix,password,5,BLACKHOLE
12:09:49.598: Awarded: 6 pts
12:09:49.729: Message received: teamsix,password,5,BLACKHOLE
12:09:49.732: Awarded: 6 pts
12:09:49.867: Message received: teamsix,password,5,BLACKHOLE
12:09:49.870: Awarded: 6 pts
12:09:50.006: Message received: teamsix,password,5,BLACKHOLE
12:09:50.010: Awarded: 6 pts
12:09:50.140: Message received: teamsix,password,5,BLACKHOLE
12:09:50.142: Awarded: 6 pts
12:09:50.289: Message received: teamsix,password,5,BLACKHOLE
12:09:50.291: Awarded: 6 pts
12:09:50.387: Message received: teamsix,password,5,BLACKHOLE
12:09:50.388: Awarded: 6 pts
12:09:50.477: Message received: teamsix,password,5,BLACKHOLE
12:09:50.478: Awarded: 6 pts
12:09:50.618: Message received: teamsix,password,5,BLACKHOLE
12:09:50.620: Awarded: 6 pts
12:09:50.769: Message received: teamsix,password,5,BLACKHOLE
12:09:50.772: Awarded: 6 pts
12:09:50.902: Message received: teamsix,password,5,BLACKHOLE
12:09:50.904: Awarded: 6 pts
12:09:51.026: Message received: teamsix,password,5,BLACKHOLE
12:09:51.029: Awarded: 6 pts
12:09:51.171: Message received: teamsix,password,5,BLACKHOLE
12:09:51.174: Awarded: 6 pts
12:09:51.315: Message received: teamsix,password,5,BLACKHOLE
12:09:51.317: Awarded: 6 pts
12:09:51.455: Message received: teamsix,password,5,BLACKHOLE
12:09:51.457: Awarded: 6 pts
12:09:51.591: Message received: teamsix,password,5,BLACKHOLE
12:09:51.594: Awarded: 6 pts
12:09:51.740: Message received: teamsix,password,5,BLACKHOLE
12:09:51.742: Awarded: 6 pts
12:09:51.889: Message received: teamsix,password,5,BLACKHOLE
12:09:51.890: Awarded: 6 pts
12:09:52.022: Message received: teamsix,password,5,BLACKHOLE
12:09:52.024: Awarded: 6 pts
12:09:52.174: Message received: teamsix,password,5,BLACKHOLE
12:09:52.176: Awarded: 6 pts
12:09:52.322: Message received: teamsix,password,5,BLACKHOLE
12:09:52.324: Awarded: 6 pts
12:09:52.475: Message received: teamsix,password,5,BLACKHOLE
12:09:52.477: Awarded: 6 pts
12:09:52.608: Message received: teamsix,password,5,BLACKHOLE
12:09:52.610: Awarded: 6 pts
12:09:52.751: Message received: teamsix,password,5,BLACKHOLE
12:09:52.752: Awarded: 6 pts
12:09:52.889: Message received: teamsix,password,5,BLACKHOLE
12:09:52.891: Awarded: 6 pts
12:09:53.044: Message received: teamsix,password,5,BLACKHOLE
12:09:53.046: Awarded: 6 pts
12:09:53.176: Message received: teamsix,password,5,BLACKHOLE
12:09:53.180: Awarded: 6 pts
12:09:53.319: Message received: teamsix,password,5,BLACKHOLE
12:09:53.321: Awarded: 6 pts
12:09:53.460: Message received: teamsix,password,5,BLACKHOLE
12:09:53.462: Awarded: 6 pts
12:09:53.619: Message received: teamsix,password,5,BLACKHOLE
12:09:53.621: Awarded: 6 pts
12:09:53.759: Message received: teamsix,password,5,BLACKHOLE
12:09:53.761: Awarded: 6 pts
12:09:53.903: Message received: teamsix,password,5,BLACKHOLE
12:09:53.906: Awarded: 6 pts
12:09:54.017: Message received: teamsix,password,5,BLACKHOLE
12:09:54.019: Awarded: 6 pts
12:09:54.126: Message received: teamsix,password,5,BLACKHOLE
12:09:54.129: Awarded: 6 pts
12:09:54.273: Message received: teamsix,password,5,BLACKHOLE
12:09:54.277: Awarded: 6 pts
12:09:54.415: Message received: teamsix,password,5,BLACKHOLE
12:09:54.418: Awarded: 6 pts
12:09:54.558: Message received: teamsix,password,5,BLACKHOLE
12:09:54.560: Awarded: 6 pts
12:09:54.705: Message received: teamsix,password,5,BLACKHOLE
12:09:54.709: Awarded: 6 pts
12:09:54.859: Message received: teamsix,password,5,BLACKHOLE
12:09:54.861: Awarded: 6 pts
12:09:55.002: Message received: teamsix,password,5,BLACKHOLE
12:09:55.003: Awarded: 6 pts
12:09:55.122: Message received: teamsix,password,5,BLACKHOLE
12:09:55.124: Awarded: 6 pts
12:09:55.200: Message received: teamsix,password,5,BLACKHOLE
12:09:55.201: Awarded: 6 pts
12:09:55.278: Message received: teamsix,password,5,BLACKHOLE
12:09:55.280: Awarded: 6 pts
12:09:55.391: Message received: teamsix,password,5,BLACKHOLE
12:09:55.393: Awarded: 6 pts
12:09:55.536: Message received: teamsix,password,5,BLACKHOLE
12:09:55.539: Awarded: 6 pts
12:09:55.673: Message received: teamsix,password,5,BLACKHOLE
12:09:55.675: Awarded: 6 pts
12:09:55.809: Message received: teamsix,password,5,BLACKHOLE
12:09:55.812: Awarded: 6 pts
12:09:55.948: Message received: teamsix,password,5,BLACKHOLE
12:09:55.950: Awarded: 6 pts
12:09:56.064: Message received: teamsix,password,5,BLACKHOLE
12:09:56.067: Awarded: 6 pts
12:09:56.204: Message received: teamsix,password,5,BLACKHOLE
12:09:56.206: Awarded: 6 pts
12:09:56.339: Message received: teamsix,password,5,BLACKHOLE
12:09:56.343: Awarded: 6 pts
12:09:56.470: Message received: teamsix,password,5,BLACKHOLE
12:09:56.474: Awarded: 6 pts
12:09:56.607: Message received: teamsix,password,5,BLACKHOLE
12:09:56.609: Awarded: 6 pts
12:09:56.739: Message received: teamsix,password,5,BLACKHOLE
12:09:56.744: Awarded: 6 pts
12:09:56.889: Message received: teamsix,password,5,BLACKHOLE
12:09:56.891: Awarded: 6 pts
12:09:57.014: Message received: teamsix,password,5,BLACKHOLE
12:09:57.018: Awarded: 6 pts
12:09:57.136: Message received: teamsix,password,5,BLACKHOLE
12:09:57.138: Awarded: 6 pts
12:09:57.278: Message received: teamsix,password,5,BLACKHOLE
12:09:57.282: Awarded: 6 pts
12:09:57.418: Message received: teamsix,password,5,BLACKHOLE
12:09:57.420: Awarded: 6 pts
12:09:57.552: Message received: teamsix,password,5,BLACKHOLE
12:09:57.554: Awarded: 6 pts
12:09:57.697: Message received: teamsix,password,5,BLACKHOLE
12:09:57.699: Awarded: 6 pts
12:09:57.828: Message received: teamsix,password,5,BLACKHOLE
12:09:57.832: Awarded: 6 pts
12:09:57.981: Message received: teamsix,password,5,BLACKHOLE
12:09:57.984: Awarded: 6 pts
12:09:58.126: Message received: teamsix,password,5,BLACKHOLE
12:09:58.128: Awarded: 6 pts
12:09:58.281: Message received: teamsix,password,5,BLACKHOLE
12:09:58.283: Awarded: 6 pts
12:09:58.426: Message received: teamsix,password,5,BLACKHOLE
12:09:58.428: Awarded: 6 pts
12:09:58.573: Message received: teamsix,password,5,BLACKHOLE
12:09:58.575: Awarded: 6 pts
12:09:58.704: Message received: teamsix,password,5,BLACKHOLE
12:09:58.706: Awarded: 6 pts
12:09:58.843: Message received: teamsix,password,5,BLACKHOLE
12:09:58.845: Awarded: 6 pts
12:09:58.975: Message received: teamsix,password,5,BLACKHOLE
12:09:58.977: Awarded: 6 pts
12:09:59.128: Message received: teamsix,password,5,BLACKHOLE
12:09:59.130: Awarded: 6 pts
12:09:59.263: Message received: teamsix,password,5,BLACKHOLE
12:09:59.265: Awarded: 6 pts
12:09:59.416: Message received: teamsix,password,5,BLACKHOLE
12:09:59.418: Awarded: 6 pts
